TEFF   5777.  GRAVITY 4.43770 LTE 
TITLE  [0.0] VTURB=1.0 KM/SEC  L/H=1.25 NOVER NEW ODF ASPLUND ABUNDANCES        
 OPACITY IFOP 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 0 0 0
 CONVECTION ON   1.25 TURBULENCE OFF  0.00  0.00  0.00  0.00
ABUNDANCE SCALE   1.00000 ABUNDANCE CHANGE 1 0.92080 2 0.07837
 5.73987467E-02   4357.4 1.573E+03 2.001E+11 7.596E-03 7.060E-02 1.000E+05 0.000E+00 0.000E+00 6.892E+05
 6.71054128E-02   4385.3 1.838E+03 2.325E+11 8.699E-03 7.334E-02 1.000E+05 0.000E+00 0.000E+00 6.913E+05
 7.84040733E-02   4413.3 2.148E+03 2.699E+11 9.967E-03 7.673E-02 1.000E+05 0.000E+00 0.000E+00 6.934E+05
 9.15546817E-02   4441.6 2.508E+03 3.132E+11 1.142E-02 8.052E-02 1.000E+05 0.000E+00 0.000E+00 6.955E+05
 1.06862255E-01   4469.8 2.928E+03 3.632E+11 1.308E-02 8.483E-02 1.000E+05 0.000E+00 0.000E+00 6.976E+05
 1.24691384E-01   4498.3 3.416E+03 4.212E+11 1.497E-02 8.960E-02 1.000E+05 0.000E+00 0.000E+00 6.997E+05
 1.45477232E-01   4526.8 3.986E+03 4.882E+11 1.712E-02 9.505E-02 1.000E+05 0.000E+00 0.000E+00 7.018E+05
 1.69707879E-01   4555.5 4.649E+03 5.659E+11 1.958E-02 1.015E-01 1.000E+05 0.000E+00 0.000E+00 7.039E+05
 1.97998607E-01   4585.2 5.425E+03 6.561E+11 2.232E-02 1.072E-01 1.000E+05 0.000E+00 0.000E+00 7.060E+05
 2.31178648E-01   4615.6 6.334E+03 7.615E+11 2.534E-02 1.115E-01 1.000E+05 0.000E+00 0.000E+00 7.083E+05
 2.70130521E-01   4645.1 7.401E+03 8.839E+11 2.880E-02 1.169E-01 1.000E+05 0.000E+00 0.000E+00 7.104E+05
 3.15804411E-01   4674.4 8.652E+03 1.026E+12 3.277E-02 1.235E-01 1.000E+05 0.000E+00 0.000E+00 7.124E+05
 3.69320934E-01   4703.5 1.012E+04 1.191E+12 3.730E-02 1.316E-01 1.000E+05 0.000E+00 0.000E+00 7.144E+05
 4.32043510E-01   4733.5 1.184E+04 1.384E+12 4.243E-02 1.412E-01 1.000E+05 0.000E+00 0.000E+00 7.165E+05
 5.05545761E-01   4764.1 1.385E+04 1.608E+12 4.831E-02 1.524E-01 1.000E+05 0.000E+00 0.000E+00 7.186E+05
 5.91563488E-01   4796.2 1.621E+04 1.870E+12 5.510E-02 1.661E-01 1.000E+05 0.000E+00 0.000E+00 7.208E+05
 6.92005735E-01   4830.6 1.896E+04 2.176E+12 6.299E-02 1.830E-01 1.000E+05 0.000E+00 0.000E+00 7.232E+05
 8.09126584E-01   4868.7 2.217E+04 2.537E+12 7.204E-02 2.020E-01 1.000E+05 0.000E+00 0.000E+00 7.258E+05
 9.45656886E-01   4911.6 2.591E+04 2.965E+12 8.243E-02 2.235E-01 1.000E+05 0.000E+00 0.000E+00 7.289E+05
 1.10473725E+00   4959.9 3.027E+04 3.475E+12 9.439E-02 2.480E-01 1.000E+05 0.000E+00 0.000E+00 7.325E+05
 1.28979884E+00   5015.7 3.534E+04 4.090E+12 1.083E-01 2.765E-01 1.000E+05 0.000E+00 0.000E+00 7.367E+05
 1.50456888E+00   5081.2 4.122E+04 4.843E+12 1.246E-01 3.101E-01 1.000E+05 0.000E+00 0.000E+00 7.417E+05
 1.75311451E+00   5157.9 4.803E+04 5.780E+12 1.438E-01 3.489E-01 1.000E+05 0.000E+00 0.000E+00 7.475E+05
 2.03965495E+00   5248.0 5.588E+04 6.981E+12 1.668E-01 3.948E-01 1.000E+05 0.000E+00 0.000E+00 7.544E+05
 2.36759027E+00   5353.7 6.486E+04 8.582E+12 1.955E-01 4.512E-01 1.000E+05 0.000E+00 0.000E+00 7.623E+05
 2.73673956E+00   5478.4 7.498E+04 1.085E+13 2.345E-01 5.309E-01 1.000E+05 0.000E+00 0.000E+00 7.714E+05
 3.14161013E+00   5624.0 8.607E+04 1.426E+13 2.892E-01 6.423E-01 1.000E+05 0.000E+00 0.000E+00 7.815E+05
 3.57074922E+00   5795.0 9.783E+04 1.981E+13 3.720E-01 8.109E-01 1.000E+05 0.000E+00 0.000E+00 7.929E+05
 4.00283263E+00   5995.9 1.097E+05 2.935E+13 5.080E-01 1.098E+00 1.000E+05 2.503E+04 0.000E+00 8.053E+05
 4.41229522E+00   6236.0 1.209E+05 4.684E+13 7.361E-01 1.576E+00 1.000E+05 2.331E+06 8.005E+03 8.186E+05
 4.77830501E+00   6515.9 1.309E+05 7.947E+13 1.130E+00 2.398E+00 1.000E+05 3.169E+07 3.535E+04 8.320E+05
 5.08706118E+00   6845.2 1.394E+05 1.426E+14 1.835E+00 3.801E+00 1.000E+05 1.450E+08 7.931E+04 8.444E+05
 5.33519651E+00   7215.5 1.462E+05 2.610E+14 3.080E+00 5.897E+00 1.000E+05 5.106E+08 1.154E+05 8.541E+05
 5.53561219E+00   7570.5 1.517E+05 4.436E+14 4.953E+00 7.861E+00 1.000E+05 1.261E+09 1.705E+05 8.599E+05
 5.70911484E+00   7870.7 1.564E+05 6.724E+14 7.317E+00 8.674E+00 1.000E+05 2.189E+09 2.032E+05 8.633E+05
 5.87120314E+00   8127.9 1.608E+05 9.396E+14 1.013E+01 8.552E+00 1.000E+05 2.991E+09 2.196E+05 8.660E+05
 6.03117756E+00   8352.8 1.652E+05 1.241E+15 1.340E+01 8.075E+00 1.000E+05 3.575E+09 2.269E+05 8.687E+05
 6.19494622E+00   8558.0 1.697E+05 1.581E+15 1.721E+01 7.555E+00 1.000E+05 3.970E+09 2.289E+05 8.718E+05
 6.36711205E+00   8747.3 1.744E+05 1.962E+15 2.160E+01 7.087E+00 1.000E+05 4.241E+09 2.282E+05 8.753E+05
 6.55138149E+00   8928.5 1.795E+05 2.394E+15 2.674E+01 6.699E+00 1.000E+05 4.427E+09 2.265E+05 8.792E+05
 6.75112517E+00   9102.7 1.849E+05 2.883E+15 3.271E+01 6.293E+00 1.000E+05 4.565E+09 2.230E+05 8.837E+05
 6.96990084E+00   9272.6 1.909E+05 3.436E+15 3.967E+01 5.981E+00 1.000E+05 4.668E+09 2.207E+05 8.887E+05
 7.21087557E+00   9442.8 1.975E+05 4.076E+15 4.790E+01 5.618E+00 1.000E+05 4.743E+09 2.158E+05 8.943E+05
 7.47865622E+00   9606.4 2.049E+05 4.787E+15 5.718E+01 5.322E+00 1.000E+05 4.806E+09 2.135E+05 9.003E+05
 7.77683755E+00   9779.6 2.130E+05 5.642E+15 6.861E+01 5.026E+00 1.000E+05 4.850E+09 2.083E+05 9.072E+05
 8.11138166E+00   9939.9 2.222E+05 6.557E+15 8.091E+01 5.013E+00 1.000E+05 4.878E+09 2.056E+05 9.141E+05
PRADK 1.4878E+00
BEGIN                    ITERATION  15 COMPLETED
